product_name,sku,brand,category,code,model,color,department,department_original,description_eng,errors,feed_name,gtin,images,made_in,materials,season,year
WMN SKIRT,BAS6WK02.SAN,BALMAN,WMN SKIRT,GF1LBB34CG43-0AN SAND,GF1LBB34CG43-0AN SAND,BEIGE,female,DONNA,GOLD DETAIL GABARDINE FLARE SKIRT,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Portugal (PT),100%COTTON,,
WMN SHOES,BAS6WQ02.BGE,BALMAN,WMN SHOES,GN1UR208LCTA-8BW 8BW BEIGE,GN1UR208LCTA-8BW 8BW BEIGE,BEIGE,female,DONNA,FLAT MULE ANTHEM-SUEDE LEATHER,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),100%CALF - BOS TAURUS,,
WMN BAG,BAS6WX01.BLK,BALMAN,WMN BAG,FN0AD001LMTE-0PA Black,FN0AD001LMTE-0PA Black,Black,female,DONNA,SYNC MINI-CALFSKIN,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),100%CALF - BOS TAURUS,,
WMN BAG,BAS6WX02.BLK,BALMAN,WMN BAG,GN1DP017TFRF-0PA Black,GN1DP017TFRF-0PA Black,Black,female,DONNA,SHUFFLE MINI-RAFFIA&CALFSKIN,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),100%POLYPROPYL�NE,,
MAN TROUSER,BRF4MT01.BGE,BRIONI,MAN TROUSER,RP3Q0LOC001-9700 BEIGE,RP3Q0LOC001-9700 BEIGE,BEIGE,male,UOMO,TROUSERS MONTEBELLO,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),#VALORE!,FW24,2024
MAN COAT,BRF5MC01.BLU,BRIONI,MAN COAT,SORW0LPA906-4000 MIDNIGHT BLUE,SORW0LPA906-4000 MIDNIGHT BLUE,BLUE,male,UOMO,CARCOAT,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),"100%Polyester, Lining: 10%Cashmere 90%Wool",FW25,2025
MAN KNITWEAR,BRF5MM01.GRY,BRIONI,MAN KNITWEAR,UMS90LODK08-1100 ANTHRACITE,UMS90LODK08-1100 ANTHRACITE,GREY,male,UOMO,KNIT MOCK NECK +BUTTONS L/S,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),100%WS,FW25,2025
MAN TROUSER,BRF5MT02.BLK,BRIONI,MAN TROUSER,RPCK0LOD025-1000 BLACK,RPCK0LOD025-1000 BLACK,BLACK,male,UOMO,Trousers MAIORCA,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),92%CO  8%WO,FW25,2025
MAN JACKET,BRS4MJ01.BLU,BRIONI,MAN JACKET,RGNZ14PB471-4100,RGNZ14PB471-4100,BLU,male,UOMO,interwoven silk blazer navy,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),100%Cotton 100%Cupro 100%Silk,SS24,2024
MAN JACKET,BRS4MJ02.SAN,BRIONI,MAN JACKET,SGPC0LPB106-9693,SGPC0LPB106-9693,CREAM,male,UOMO,Blazer rope cream,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),50%Linen/Flax 44%Virgin Wool 6%Silk 100%Cupro,SS24,2024
MAN TROUSER,BRF5MT03.BLK,BRIONI,MAN TROUSER,RPCW0MOC027-9700 BLACK,RPCW0MOC027-9700 BLACK,BLACK,male,UOMO,TROUSERS PIENZA,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),95%CO  3%WS  2%EA,FW25,2025
WMN TROUSER,BRS5WT01.BLK,BRIONI,WMN TROUSER,RPC50LPB486-1000 BLACK,RPC50LPB486-1000 BLACK,BLACK,female,DONNA,TROUSERS DOROTEA SILK POPELINE SOLID,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),100%Silk 100%Lamb Skin,SS25,2025
MAN SHIRT,BRS6MS02.AZU,BRIONI,MAN SHIRT,SCGT0LPC013-4100 NAVY,SCGT0LPC013-4100 NAVY,navy,male,UOMO,MARCELLO SHIRT,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""materials_original""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),,,
MAN SHIRT,BRS6MS01.WHI,BRIONI,MAN SHIRT,SCFA0LPA106-9100 OFF WHITE,SCFA0LPA106-9100 OFF WHITE,WHITE,male,UOMO,MILITARY SHIRT,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""materials_original""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),,,
MAN JACKET,BRS6MJ01.BLU,BRIONI,MAN JACKET,UJRQ0LO9618-4000 MIDNIGHT BLUE,UJRQ0LO9618-4000 MIDNIGHT BLUE,BLUE,male,UOMO,JERSEY BLAZER,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""materials_original""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),,P/E,2026
MAN T-SHIRT,BRS6MH02.WHIAZU,BRIONI,MAN T-SHIRT,UJPQ0LPD604-4590 PERWINKLE/WHITE,UJPQ0LPD604-4590 PERWINKLE/WHITE,WHITE,male,UOMO,T-SHIRT LINO COTONE RIGHINE,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),87%LI 27%CO,,
MAN JACKET,BRS6MJ02.BLK,BRIONI,MAN JACKET,UJRQ0LO9618-1000 BLACK,UJRQ0LO9618-1000 BLACK,BLACK,male,UOMO,BLAZER SHIRT,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""materials_original""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),,P/E,2026
WMN PONCHO KAFTAN,BRS5WP01.WHI,BRIONI,WMN PONCHO KAFTAN,SCFT0MPC491-9000 WHITE,SCFT0MPC491-9000 WHITE,WHITE,female,DONNA,SHIRT CAFTAN,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),100%Silk,SS25,2025
WMN SHIRT,BRS5WS01.BLK,BRIONI,WMN SHIRT,SCGI0LPB486-1000 BLACK,SCGI0LPB486-1000 BLACK,BLACK,female,DONNA,SHIRT WOMAN,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),100%Silk,SS25,2025
MAN TROUSER,BRS6MT03.BLU,BRIONI,MAN TROUSER,RPCY0LO2048-4400 PETROLEUM BLUE,RPCY0LO2048-4400 PETROLEUM BLUE,BLUE,male,UOMO,TROUSERS SANREMO,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""materials_original""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),,,
MAN TROUSER,BRS6MT03.CAM,BRIONI,MAN TROUSER,RPCY0LO2048-9800 CAMEL,RPCY0LO2048-9800 CAMEL,CAMEL,male,UOMO,TROUSERS SANREMO,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""materials_original""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),,,
MAN TROUSER,BRS6MT05.AZU,BRIONI,MAN TROUSER,RP3G0LPD103-4700 NILE,RP3G0LPD103-4700 NILE,AZURE,male,UOMO,TROUSERS ASOLO SHORT,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""materials_original""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),,,
MAN TROUSER,BRS6MT01.GRY,BRIONI,MAN TROUSER,RP2Z0LPD105-4545 PERWINKLE/PERWINKLE,RP2Z0LPD105-4545 PERWINKLE/PERWINKLE,GREY,male,UOMO,Pantalone`Asolo` PERWINKLE,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""materials_original""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),,,
MAN UNDERWEAR-BEACHWEAR,BRS6MU01.NAV,BRIONI,MAN UNDERWEAR/BEACHWEAR,N2380LPD906-4145 NAVY/PERWINKLE,N2380LPD906-4145 NAVY/PERWINKLE,NAVY,male,UOMO,17CM FOLDING BOARD SWIMMWEAR BOXER,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""materials_original""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),,,
MAN TROUSER,BRS6MT02.BLK,BRIONI,MAN TROUSER,RP2Z0LPA106-1000 BLACK,RP2Z0LPA106-1000 BLACK,BLACK,male,UOMO,Pantalone`Asolo` Black,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""materials_original""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),,,
MAN TROUSER,BRS6MT06.WHI,BRIONI,MAN TROUSER,RPZ10MPA106-9100 OFF WHITE,RPZ10MPA106-9100 OFF WHITE,WHITE,male,UOMO,TROUSERS BELLAGIO SHORTS,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""materials_original""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),,,
MAN SHIRT,BRS6MS03.GRY,BRIONI,MAN SHIRT,RCXU0LPD04D-4500 PERWINKLE,RCXU0LPD04D-4500 PERWINKLE,azure,male,UOMO,EVENING SHIRT,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""materials_original""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),,,
WMN JACKET,BUF5WJ03.BLK,BURBURRY,WMN JACKET,8117142-A1189 BLACK,8117142-A1189 BLACK,BLACK,female,DONNA,W RW D BREASTED,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Great Bretain (GB),100%COTTON,FW25,2025
WMN DRESS,BUF5WD01.BLK,BURBURRY,WMN DRESS,8116015-A1189 BLACK,8116015-A1189 BLACK,BLACK,female,DONNA,W DRESSES CASUAL,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Romania (RO),55%POLYESTER 45%WOOL,FW25,2025
WMN COAT,BUF5WC02.BLU,BURBURRY,WMN COAT,8113937-A1249 INK BLUE,8113937-A1249 INK BLUE,BLU,female,DONNA,CAPES,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),52%WOOL 48%CASHMERE,FW25,2025
WMN BAG,BUF5WX01.MLT,BURBURRY,WMN BAG,8115447-C3700 SASH,8115447-C3700 SASH,multicolor,female,DONNA,SMALL BAG,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),100%BRASS,FW25,2025
WMN BAG,BUF5WX02.IVO,BURBURRY,WMN BAG,8115650-B7348 SOAP,8115650-B7348 SOAP,IVORY,female,DONNA,W CROSSBODY BAG,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),100%BUFFALO GRAIN LEATHER (BUBALUS BUBALIS),FW25,2025
WMN ACCESORIES,BUS6WA01.GRY,BURBURRY,WMN ACCESORIES,8120170-C1748 SHALE,8120170-C1748 SHALE,BEIGE,female,DONNA,W CHARM,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Thailandia (TH),100%CASHMERE,FW25,2025
WMN SHOES,BUF5WQ01.BLK,BURBURRY,WMN SHOES,8114385-A1189 BLACK,8114385-A1189 BLACK,BLACK,female,DONNA,W BOOT,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),100%CALF GRAIN LEATHER (BOS TAURUS),FW25,2025
WMN JACKET,BUS6WJ03.BLK,BURBURRY,WMN JACKET,8118722-A1189 BLACK,8118722-A1189 BLACK,BLACK,female,DONNA,JKT SINGLE BRESTED,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Great Bretain (GB),100%COTTON,,
WMN ACCESORIES,BUS6WA05.SAN,BURBURRY,WMN ACCESORIES,8122036-B9368 SAND IP CHECK,8122036-B9368 SAND IP CHECK,SAND,female,DONNA,COMPACT UMBRELLA,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],China (CN),100%POLYESTER,,
WMN JACKET,BUS6WJ02.GRE,BURBURRY,WMN JACKET,8113591-C2491 SHALE/BRUSH IP CHECK,8113591-C2491 SHALE/BRUSH IP CHECK,GREY,female,DONNA,QUILTED,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Thailandia (TH),100%POLYAMIDE (NYLON),,
WMN ACCESORIES,BUS6WA04.BLK,BURBURRY,WMN ACCESORIES,8122034-C1343 BLACK/CALICO IP CHK,8122034-C1343 BLACK/CALICO IP CHK,BLACK,female,DONNA,COMPACT UMBRELLA,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],China (CN),100%POLYESTER,,
WMN T-SHIRT,BUS6WH01.WHI,BURBURRY,WMN T-SHIRT,8118966-B7078 CHALK,8118966-B7078 CHALK,WHITE,female,DONNA,T SHIRT,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Portugal (PT),100%COTTON,,
WMN ACCESORIES,BUS6WA03.BGE,BURBURRY,WMN ACCESORIES,8112771-A7026 ARCHIVE BEIGE,8112771-A7026 ARCHIVE BEIGE,BEIGE,female,DONNA,W CHARM,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],China (CN),100%CASHMERE,,
WMN JACKET,BUS6WJ01.SAN,BURBURRY,WMN JACKET,8110301-B9368 SAND IP CHECK,8110301-B9368 SAND IP CHECK,SAND,female,DONNA,W JACKETS CASUAL,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Thailandia (TH),100%POLYESTER,,
WMN SHIRT,BUS6WS01.BGE,BURBURRY,WMN SHIRT,8111847-A7028 ARCHIVE BEIGE IP CHK,8111847-A7028 ARCHIVE BEIGE IP CHK,BEIGE,female,DONNA,W CASUAL SHIRTS,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Thailandia (TH),100%COTTON,,
WMN KNITWEAR,BUS6WM01.AZU,BURBURRY,WMN KNITWEAR,8116520-C4007 EGGSHELL BLUE,8116520-C4007 EGGSHELL BLUE,BLUE,female,DONNA,W KNIT ROUNDNECK,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),71%WOOL 29%CASHMERE,,
WMN SHOES,BUS6WQ01.SAN,BURBURRY,WMN SHOES,8118855-B9368 SAND IP CHECK,8118855-B9368 SAND IP CHECK,BEIGE,female,DONNA,W TRAINER,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),82%POLYAMIDE 10%CALF  8%POLYURETHANE,,
WMN SHOES,BUS6WQ02.BRO,BURBURRY,WMN SHOES,8118613-C1170 SNUG,8118613-C1170 SNUG,BROWN,female,DONNA,ALF URCHIN SANDAL,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),"70%CALF SPLIT LEATHER, 24%POLYAMIDE, 6%POLYESTER",,
WMN UNDERWEAR-SWIMWEAR,BUS6WU05.WHI,BURBURRY,WMN UNDERWEAR/SWIMWEAR,8118814-A1464 WHITE,8118814-A1464 WHITE,WHITE,female,DONNA,W SWIMW TWO PIECE,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Portugal (PT),73%POLYAMIDE (NYLON) 27%ELASTANE,,
