sku,code,gtin,name,brand,color,model,price,sizes,errors,images,season,made_in,category,feed_name,department,product_id,season_year,color_original,made_in_original,category_original,materials_original,department_original,unit_system_name_original,year,collection,dimensions,collection_original,title,sizes_raw,season_raw,description,size_system,category_item,season_display,sizes_original,vendor_product_id
8636063,P3K00 125CF0393,"[""2011077874621""]",Prada Dresses Green,Prada,Green,P3K00,2262.29,"[{""Qty"":1,""sku"":""8636063"",""Size"":""40"",""Barcode"":""2011077874621"",""Currency"":""EUR"",""NetPrice"":2262,""BrandReferencePrice"":2760}]","[{""error"":""missing_field"",""field"":""description_eng""},{""error"":""missing_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""}]","[""https://www.atelier-hub.com/foto/mengotti/115829---ss23---prada---p3k00125cf0393.jpg""]",SS23,ITALIA,Dresses,mengotti3,female,8636063_ss23_mengotti3,P23,Green,ITALIA,,"Calf hair 100%, cotton 55%, polyester 45%.",,Abbigliamento donna 34-58,2023,Main,,Main,Prada Dresses Green,"[{""Qty"":""1"",""Size"":""40"",""Barcode"":""2011077874621"",""IntBarcode"":""2011077874621"",""SupBarcode"":""""}]",P23,,Abbigliamento donna 34-58,Dresses,P23,"[{""Qty"":1,""sku"":""8636063"",""Size"":""40"",""Barcode"":""2011077874621"",""Currency"":""EUR"",""NetPrice"":2262,""BrandReferencePrice"":2760}]",P3K00125CF0393
9057083,SHMP0018U8 LM07100W78,"[""2003682794500""]",Marni Bags..,Marni,BISCUIT,SHMP0018U8,0,"[{""Qty"":2,""sku"":""9057083"",""Size"":""UNI"",""Barcode"":""2003682794500"",""Currency"":""EUR"",""NetPrice"":0,""BrandReferencePrice"":0}]","[{""error"":""missing_field"",""field"":""description_eng""},{""error"":""missing_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""}]","[""https://www.atelier-hub.com/foto/mengotti/121721---fw23---marni---shmp0018u8lm07100w78.jpg"",""https://www.atelier-hub.com/foto/mengotti/121722---fw23---marni---shmp0018u8lm07100w78_1_p.jpg"",""https://www.atelier-hub.com/foto/mengotti/121723---fw23---marni---shmp0018u8lm07100w78_2_p.jpg""]",FW23,ITALIA,Bags,mengotti3,female,9057083_fw23_mengotti3,AI23,BISCUIT,ITALIA,,100% LEATHER,,Unica,2023,Cruise,"{""description"":""Measures 27 x 25 x 11 cm""}",Cruise,Marni Bags..,"[{""Qty"":""2"",""Size"":""UNI"",""Barcode"":""2003682794500"",""IntBarcode"":""2003682794500"",""SupBarcode"":""""}]",AI23,,Unica,Bags,AI23,"[{""Qty"":2,""sku"":""9057083"",""Size"":""UNI"",""Barcode"":""2003682794500"",""Currency"":""EUR"",""NetPrice"":0,""BrandReferencePrice"":0}]",SHMP0018U8LM07100W78
9373133,S74LB1316 S30342470,"[""2108605394901"",""2001333430197"",""2116128395152"",""2104051116838"",""2008509530736"",""2119804552108"",""2108526553562""]",Dsquared2 Trousers Denim,Dsquared2,Denim,S74LB1316,352.46,"[{""Qty"":2,""sku"":""9373133"",""Size"":""44"",""Barcode"":""2108605394901"",""Currency"":""EUR"",""NetPrice"":352,""BrandReferencePrice"":430},{""Qty"":3,""sku"":""9373133"",""Size"":""46"",""Barcode"":""2001333430197"",""Currency"":""EUR"",""NetPrice"":352,""BrandReferencePrice"":430},{""Qty"":2,""sku"":""9373133"",""Size"":""48"",""Barcode"":""2116128395152"",""Currency"":""EUR"",""NetPrice"":352,""BrandReferencePrice"":430},{""Qty"":0,""sku"":""9373133"",""Size"":""50"",""Barcode"":""2104051116838"",""Currency"":""EUR"",""NetPrice"":352,""BrandReferencePrice"":430},{""Qty"":1,""sku"":""9373133"",""Size"":""52"",""Barcode"":""2008509530736"",""Currency"":""EUR"",""NetPrice"":352,""BrandReferencePrice"":430},{""Qty"":2,""sku"":""9373133"",""Size"":""54"",""Barcode"":""2119804552108"",""Currency"":""EUR"",""NetPrice"":352,""BrandReferencePrice"":430},{""Qty"":2,""sku"":""9373133"",""Size"":""56"",""Barcode"":""2108526553562"",""Currency"":""EUR"",""NetPrice"":352,""BrandReferencePrice"":430}]","[{""error"":""missing_field"",""field"":""description_eng""},{""error"":""missing_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""}]","[""https://www.atelier-hub.com/foto/mengotti/126782---fw23---dsquared---s74lb1316s30342470.jpg"",""https://www.atelier-hub.com/foto/mengotti/180003116---fw24---dsquared---s74lb1316s30342470_1_p.jpg"",""https://www.atelier-hub.com/foto/mengotti/126783---fw23---dsquared---s74lb1316s30342470_1_p.jpg""]",FW24,ITALIA,Trousers,mengotti3,male,9373133_fw24_mengotti3,AI24,Denim,ITALIA,,98% CO 2 % EA,,Abbigliamento uomo 44-58,2024,Cruise,,Cruise,Dsquared2 Trousers Denim,"[{""Qty"":""2"",""Size"":""44"",""Barcode"":""2108605394901"",""IntBarcode"":""2108605394901"",""SupBarcode"":""""},{""Qty"":""3"",""Size"":""46"",""Barcode"":""2001333430197"",""IntBarcode"":""2001333430197"",""SupBarcode"":""""},{""Qty"":""2"",""Size"":""48"",""Barcode"":""2116128395152"",""IntBarcode"":""2116128395152"",""SupBarcode"":""""},{""Qty"":""0"",""Size"":""50"",""Barcode"":""2104051116838"",""IntBarcode"":""2104051116838"",""SupBarcode"":""""},{""Qty"":""1"",""Size"":""52"",""Barcode"":""2008509530736"",""IntBarcode"":""2008509530736"",""SupBarcode"":""""},{""Qty"":""2"",""Size"":""54"",""Barcode"":""2119804552108"",""IntBarcode"":""2119804552108"",""SupBarcode"":""""},{""Qty"":""2"",""Size"":""56"",""Barcode"":""2108526553562"",""IntBarcode"":""2108526553562"",""SupBarcode"":""""}]",AI24,,Abbigliamento uomo 44-58,Trousers,AI24,"[{""Qty"":2,""sku"":""9373133"",""Size"":""44"",""Barcode"":""2108605394901"",""Currency"":""EUR"",""NetPrice"":352,""BrandReferencePrice"":430},{""Qty"":3,""sku"":""9373133"",""Size"":""46"",""Barcode"":""2001333430197"",""Currency"":""EUR"",""NetPrice"":352,""BrandReferencePrice"":430},{""Qty"":2,""sku"":""9373133"",""Size"":""48"",""Barcode"":""2116128395152"",""Currency"":""EUR"",""NetPrice"":352,""BrandReferencePrice"":430},{""Qty"":0,""sku"":""9373133"",""Size"":""50"",""Barcode"":""2104051116838"",""Currency"":""EUR"",""NetPrice"":352,""BrandReferencePrice"":430},{""Qty"":1,""sku"":""9373133"",""Size"":""52"",""Barcode"":""2008509530736"",""Currency"":""EUR"",""NetPrice"":352,""BrandReferencePrice"":430},{""Qty"":2,""sku"":""9373133"",""Size"":""54"",""Barcode"":""2119804552108"",""Currency"":""EUR"",""NetPrice"":352,""BrandReferencePrice"":430},{""Qty"":2,""sku"":""9373133"",""Size"":""56"",""Barcode"":""2108526553562"",""Currency"":""EUR"",""NetPrice"":352,""BrandReferencePrice"":430}]",S74LB1316S30342470
9574964,HAT51145 BLACK BLACK,"[""2000946463202""]",HELEN KAMINSKI Hats Black,HELEN KAMINSKI,Black,HAT51145,303.28,"[{""Qty"":2,""sku"":""9574964"",""Size"":""UNI"",""Barcode"":""2000946463202"",""Currency"":""EUR"",""NetPrice"":303,""BrandReferencePrice"":370}]","[{""error"":""missing_field"",""field"":""description_eng""},{""error"":""missing_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""}]","[""https://www.atelier-hub.com/foto/mengotti/128113---fw23---helenkaminski---hat51145blackblack.jpg"",""https://www.atelier-hub.com/foto/mengotti/128114---fw23---helenkaminski---hat51145blackblack_1_p.jpg"",""https://www.atelier-hub.com/foto/mengotti/128115---fw23---helenkaminski---hat51145blackblack_2_p.jpg"",""https://www.atelier-hub.com/foto/mengotti/128116---fw23---helenkaminski---hat51145blackblack_3_p.jpg""]",FW23,Sri Lanka,Hats,mengotti3,female,9574964_fw23_mengotti3,AI23,Black,Sri Lanka,,100% WOOL,,Unica,2023,Main,,Main,HELEN KAMINSKI Hats Black,"[{""Qty"":""2"",""Size"":""UNI"",""Barcode"":""2000946463202"",""IntBarcode"":""2000946463202"",""SupBarcode"":""""}]",AI23,,Unica,Hats,AI23,"[{""Qty"":2,""sku"":""9574964"",""Size"":""UNI"",""Barcode"":""2000946463202"",""Currency"":""EUR"",""NetPrice"":303,""BrandReferencePrice"":370}]",HAT51145BLACK BLACK
9373130,S74LB1339 S30789470,"[""2018420661426"",""2010430689094"",""2004539796470"",""2008117058561""]",Dsquared2 Trousers Denim,Dsquared2,Denim,S74LB1339,0,"[{""Qty"":0,""sku"":""9373130"",""Size"":""48"",""Barcode"":""2018420661426"",""Currency"":""EUR"",""NetPrice"":0,""BrandReferencePrice"":0},{""Qty"":0,""sku"":""9373130"",""Size"":""50"",""Barcode"":""2010430689094"",""Currency"":""EUR"",""NetPrice"":0,""BrandReferencePrice"":0},{""Qty"":0,""sku"":""9373130"",""Size"":""52"",""Barcode"":""2004539796470"",""Currency"":""EUR"",""NetPrice"":0,""BrandReferencePrice"":0},{""Qty"":1,""sku"":""9373130"",""Size"":""54"",""Barcode"":""2008117058561"",""Currency"":""EUR"",""NetPrice"":0,""BrandReferencePrice"":0}]","[{""error"":""missing_field"",""field"":""description_eng""},{""error"":""missing_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""}]","[""https://www.atelier-hub.com/foto/mengotti/126784---fw23---dsquared---s74lb1339s30789470.jpg""]",FW23,ITALIA,Trousers,mengotti3,male,9373130_fw23_mengotti3,AI23,Denim,ITALIA,,92% co 8% ea,,Abbigliamento uomo 44-58,2023,Cruise,,Cruise,Dsquared2 Trousers Denim,"[{""Qty"":""0"",""Size"":""48"",""Barcode"":""2018420661426"",""IntBarcode"":""2018420661426"",""SupBarcode"":""""},{""Qty"":""0"",""Size"":""50"",""Barcode"":""2010430689094"",""IntBarcode"":""2010430689094"",""SupBarcode"":""""},{""Qty"":""0"",""Size"":""52"",""Barcode"":""2004539796470"",""IntBarcode"":""2004539796470"",""SupBarcode"":""""},{""Qty"":""1"",""Size"":""54"",""Barcode"":""2008117058561"",""IntBarcode"":""2008117058561"",""SupBarcode"":""""}]",AI23,,Abbigliamento uomo 44-58,Trousers,AI23,"[{""Qty"":0,""sku"":""9373130"",""Size"":""48"",""Barcode"":""2018420661426"",""Currency"":""EUR"",""NetPrice"":0,""BrandReferencePrice"":0},{""Qty"":0,""sku"":""9373130"",""Size"":""50"",""Barcode"":""2010430689094"",""Currency"":""EUR"",""NetPrice"":0,""BrandReferencePrice"":0},{""Qty"":0,""sku"":""9373130"",""Size"":""52"",""Barcode"":""2004539796470"",""Currency"":""EUR"",""NetPrice"":0,""BrandReferencePrice"":0},{""Qty"":1,""sku"":""9373130"",""Size"":""54"",""Barcode"":""2008117058561"",""Currency"":""EUR"",""NetPrice"":0,""BrandReferencePrice"":0}]",S74LB1339S30789470
9761263,HAT51630 CREAM CHECK,"[""2105231201580""]",HELEN KAMINSKI Hats,HELEN KAMINSKI,CREAM CHECK,HAT51630,204.92,"[{""Qty"":5,""sku"":""9761263"",""Size"":""UNI"",""Barcode"":""2105231201580"",""Currency"":""EUR"",""NetPrice"":204,""BrandReferencePrice"":250}]","[{""error"":""missing_field"",""field"":""description_eng""},{""error"":""missing_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""}]","[""https://www.atelier-hub.com/foto/mengotti/128154---fw23---helenkaminski---hat51630creamcheck.jpg"",""https://www.atelier-hub.com/foto/mengotti/128155---fw23---helenkaminski---hat51630creamcheck_1_p.jpg"",""https://www.atelier-hub.com/foto/mengotti/128156---fw23---helenkaminski---hat51630creamcheck_2_p.jpg"",""https://www.atelier-hub.com/foto/mengotti/128157---fw23---helenkaminski---hat51630creamcheck_3_p.jpg""]",FW23,Sri Lanka,Hats,mengotti3,female,9761263_fw23_mengotti3,AI23,CREAM CHECK,Sri Lanka,,60% wool 25% polyester 10% polyamide 5% other fibres,,Unica,2023,Main,,Main,HELEN KAMINSKI Hats,"[{""Qty"":""5"",""Size"":""UNI"",""Barcode"":""2105231201580"",""IntBarcode"":""2105231201580"",""SupBarcode"":""""}]",AI23,,Unica,Hats,AI23,"[{""Qty"":5,""sku"":""9761263"",""Size"":""UNI"",""Barcode"":""2105231201580"",""Currency"":""EUR"",""NetPrice"":204,""BrandReferencePrice"":250}]",HAT51630CREAM CHECK
9761267,HAT51430 CAMEL CAMEL,"[""2011646259460"",""2012768691237""]",HELEN KAMINSKI Hats Camel,HELEN KAMINSKI,Camel,HAT51430,303.28,"[{""Qty"":2,""sku"":""9761267"",""Size"":""L"",""Barcode"":""2011646259460"",""Currency"":""EUR"",""NetPrice"":303,""BrandReferencePrice"":370},{""Qty"":2,""sku"":""9761267"",""Size"":""M"",""Barcode"":""2012768691237"",""Currency"":""EUR"",""NetPrice"":303,""BrandReferencePrice"":370}]","[{""error"":""missing_field"",""field"":""description_eng""},{""error"":""missing_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""}]","[""https://www.atelier-hub.com/foto/mengotti/128129---fw23---helenkaminski---hat51430camelcamel.jpg"",""https://www.atelier-hub.com/foto/mengotti/128130---fw23---helenkaminski---hat51430camelcamel_1_p.jpg"",""https://www.atelier-hub.com/foto/mengotti/128131---fw23---helenkaminski---hat51430camelcamel_2_p.jpg"",""https://www.atelier-hub.com/foto/mengotti/128132---fw23---helenkaminski---hat51430camelcamel_3_p.jpg""]",FW23,Sri Lanka,Hats,mengotti3,female,9761267_fw23_mengotti3,AI23,Camel,Sri Lanka,,100% WOOL,,XXXS-XXXL,2023,Main,,Main,HELEN KAMINSKI Hats Camel,"[{""Qty"":""2"",""Size"":""L"",""Barcode"":""2011646259460"",""IntBarcode"":""2011646259460"",""SupBarcode"":""""},{""Qty"":""2"",""Size"":""M"",""Barcode"":""2012768691237"",""IntBarcode"":""2012768691237"",""SupBarcode"":""""}]",AI23,,XXXS-XXXL,Hats,AI23,"[{""Qty"":2,""sku"":""9761267"",""Size"":""L"",""Barcode"":""2011646259460"",""Currency"":""EUR"",""NetPrice"":303,""BrandReferencePrice"":370},{""Qty"":2,""sku"":""9761267"",""Size"":""M"",""Barcode"":""2012768691237"",""Currency"":""EUR"",""NetPrice"":303,""BrandReferencePrice"":370}]",HAT51430CAMEL CAMEL
9761270,HAT51532 GREY MELANGE GREY,"[""2012583515473"",""2018822360002""]",HELEN KAMINSKI Hats Grey,HELEN KAMINSKI,Grey,HAT51532,303.28,"[{""Qty"":3,""sku"":""9761270"",""Size"":""L"",""Barcode"":""2012583515473"",""Currency"":""EUR"",""NetPrice"":303,""BrandReferencePrice"":370},{""Qty"":2,""sku"":""9761270"",""Size"":""M"",""Barcode"":""2018822360002"",""Currency"":""EUR"",""NetPrice"":303,""BrandReferencePrice"":370}]","[{""error"":""missing_field"",""field"":""description_eng""},{""error"":""missing_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""}]","[""https://www.atelier-hub.com/foto/mengotti/128142---fw23---helenkaminski---hat51532greymelangegrey.jpg"",""https://www.atelier-hub.com/foto/mengotti/128143---fw23---helenkaminski---hat51532greymelangegrey_1_p.jpg"",""https://www.atelier-hub.com/foto/mengotti/128144---fw23---helenkaminski---hat51532greymelangegrey_2_p.jpg"",""https://www.atelier-hub.com/foto/mengotti/128145---fw23---helenkaminski---hat51532greymelangegrey_3_p.jpg""]",FW23,Sri Lanka,Hats,mengotti3,female,9761270_fw23_mengotti3,AI23,Grey,Sri Lanka,,WO,,XXXS-XXXL,2023,Main,,Main,HELEN KAMINSKI Hats Grey,"[{""Qty"":""3"",""Size"":""L"",""Barcode"":""2012583515473"",""IntBarcode"":""2012583515473"",""SupBarcode"":""""},{""Qty"":""2"",""Size"":""M"",""Barcode"":""2018822360002"",""IntBarcode"":""2018822360002"",""SupBarcode"":""""}]",AI23,,XXXS-XXXL,Hats,AI23,"[{""Qty"":3,""sku"":""9761270"",""Size"":""L"",""Barcode"":""2012583515473"",""Currency"":""EUR"",""NetPrice"":303,""BrandReferencePrice"":370},{""Qty"":2,""sku"":""9761270"",""Size"":""M"",""Barcode"":""2018822360002"",""Currency"":""EUR"",""NetPrice"":303,""BrandReferencePrice"":370}]",HAT51532GREY MELANGE GREY
9761286,HAT51631 ALPINE CHECK,"[""2001640723333""]",HELEN KAMINSKI Hats,HELEN KAMINSKI,ALPINE CHECK,HAT51631,204.92,"[{""Qty"":2,""sku"":""9761286"",""Size"":""UNI"",""Barcode"":""2001640723333"",""Currency"":""EUR"",""NetPrice"":204,""BrandReferencePrice"":250}]","[{""error"":""missing_field"",""field"":""description_eng""},{""error"":""missing_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""}]","[""https://www.atelier-hub.com/foto/mengotti/128158---fw23---helenkaminski---hat51631alpinecheck.jpg"",""https://www.atelier-hub.com/foto/mengotti/128159---fw23---helenkaminski---hat51631alpinecheck_1_p.jpg"",""https://www.atelier-hub.com/foto/mengotti/128160---fw23---helenkaminski---hat51631alpinecheck_2_p.jpg"",""https://www.atelier-hub.com/foto/mengotti/128161---fw23---helenkaminski---hat51631alpinecheck_3_p.jpg""]",FW23,Sri Lanka,Hats,mengotti3,female,9761286_fw23_mengotti3,AI23,ALPINE CHECK,Sri Lanka,,60% wool 25% polyester 10% polyamide 5% other fibres,,Unica,2023,Main,,Main,HELEN KAMINSKI Hats,"[{""Qty"":""2"",""Size"":""UNI"",""Barcode"":""2001640723333"",""IntBarcode"":""2001640723333"",""SupBarcode"":""""}]",AI23,,Unica,Hats,AI23,"[{""Qty"":2,""sku"":""9761286"",""Size"":""UNI"",""Barcode"":""2001640723333"",""Currency"":""EUR"",""NetPrice"":204,""BrandReferencePrice"":250}]",HAT51631ALPINE CHECK
9583416,FM-SKIK00 MEFR-E2210,"[""2010260755204"",""2114477798907"",""2019410850080"",""2017436855751""]",Lanvin Sneakers Black,Lanvin,Black,FM-SKIK00,0,"[{""Qty"":1,""sku"":""9583416"",""Size"":""41"",""Barcode"":""2010260755204"",""Currency"":""EUR"",""NetPrice"":0,""BrandReferencePrice"":0},{""Qty"":0,""sku"":""9583416"",""Size"":""42"",""Barcode"":""2114477798907"",""Currency"":""EUR"",""NetPrice"":0,""BrandReferencePrice"":0},{""Qty"":0,""sku"":""9583416"",""Size"":""43"",""Barcode"":""2019410850080"",""Currency"":""EUR"",""NetPrice"":0,""BrandReferencePrice"":0},{""Qty"":2,""sku"":""9583416"",""Size"":""44"",""Barcode"":""2017436855751"",""Currency"":""EUR"",""NetPrice"":0,""BrandReferencePrice"":0}]","[{""error"":""missing_field"",""field"":""description_eng""},{""error"":""missing_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""}]","[""https://www.atelier-hub.com/foto/mengotti/137016---fw23---lanvin---fm-skik00mefr-e2210.jpg"",""https://www.atelier-hub.com/foto/mengotti/137017---fw23---lanvin---fm-skik00mefr-e2210_1_p.jpg"",""https://www.atelier-hub.com/foto/mengotti/137018---fw23---lanvin---fm-skik00mefr-e2210_2_p.jpg""]",FW23,Indonesia,Sneakers,mengotti3,male,9583416_fw23_mengotti3,AI23,Black,Indonesia,,28% POLYESTER 18% TPU 14% NYLON 40% POLYURETHANE,,Calz uomo ITALIA,2023,Main,,Main,Lanvin Sneakers Black,"[{""Qty"":""1"",""Size"":""41"",""Barcode"":""2010260755204"",""IntBarcode"":""2010260755204"",""SupBarcode"":""""},{""Qty"":""0"",""Size"":""42"",""Barcode"":""2114477798907"",""IntBarcode"":""2114477798907"",""SupBarcode"":""""},{""Qty"":""0"",""Size"":""43"",""Barcode"":""2019410850080"",""IntBarcode"":""2019410850080"",""SupBarcode"":""""},{""Qty"":""2"",""Size"":""44"",""Barcode"":""2017436855751"",""IntBarcode"":""2017436855751"",""SupBarcode"":""""}]",AI23,,Calz uomo ITALIA,Sneakers,AI23,"[{""Qty"":1,""sku"":""9583416"",""Size"":""41"",""Barcode"":""2010260755204"",""Currency"":""EUR"",""NetPrice"":0,""BrandReferencePrice"":0},{""Qty"":0,""sku"":""9583416"",""Size"":""42"",""Barcode"":""2114477798907"",""Currency"":""EUR"",""NetPrice"":0,""BrandReferencePrice"":0},{""Qty"":0,""sku"":""9583416"",""Size"":""43"",""Barcode"":""2019410850080"",""Currency"":""EUR"",""NetPrice"":0,""BrandReferencePrice"":0},{""Qty"":2,""sku"":""9583416"",""Size"":""44"",""Barcode"":""2017436855751"",""Currency"":""EUR"",""NetPrice"":0,""BrandReferencePrice"":0}]",FM-SKIK00MEFR-E2210
9761274,HAT51631 CREAM CHECK,"[""2015361404211""]",HELEN KAMINSKI Hats,HELEN KAMINSKI,CREAM CHECK,HAT51631,204.92,"[{""Qty"":2,""sku"":""9761274"",""Size"":""UNI"",""Barcode"":""2015361404211"",""Currency"":""EUR"",""NetPrice"":204,""BrandReferencePrice"":250}]","[{""error"":""missing_field"",""field"":""description_eng""},{""error"":""missing_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""}]","[""https://www.atelier-hub.com/foto/mengotti/128162---fw23---helenkaminski---hat51631creamcheck.jpg"",""https://www.atelier-hub.com/foto/mengotti/128163---fw23---helenkaminski---hat51631creamcheck_1_p.jpg"",""https://www.atelier-hub.com/foto/mengotti/128164---fw23---helenkaminski---hat51631creamcheck_2_p.jpg"",""https://www.atelier-hub.com/foto/mengotti/128165---fw23---helenkaminski---hat51631creamcheck_3_p.jpg""]",FW23,Sri Lanka,Hats,mengotti3,female,9761274_fw23_mengotti3,AI23,CREAM CHECK,Sri Lanka,,60% wool 25% polyester 10% polyamide 5% other fibres,,Unica,2023,Main,,Main,HELEN KAMINSKI Hats,"[{""Qty"":""2"",""Size"":""UNI"",""Barcode"":""2015361404211"",""IntBarcode"":""2015361404211"",""SupBarcode"":""""}]",AI23,,Unica,Hats,AI23,"[{""Qty"":2,""sku"":""9761274"",""Size"":""UNI"",""Barcode"":""2015361404211"",""Currency"":""EUR"",""NetPrice"":204,""BrandReferencePrice"":250}]",HAT51631CREAM CHECK
9761282,HAT51611 BLACK,"[""2102726054829""]",HELEN KAMINSKI Hats Black,HELEN KAMINSKI,Black,HAT51611,303.28,"[{""Qty"":3,""sku"":""9761282"",""Size"":""UNI"",""Barcode"":""2102726054829"",""Currency"":""EUR"",""NetPrice"":303,""BrandReferencePrice"":370}]","[{""error"":""missing_field"",""field"":""description_eng""},{""error"":""missing_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""}]","[""https://www.atelier-hub.com/foto/mengotti/128146---fw23---helenkaminski---hat51611black.jpg"",""https://www.atelier-hub.com/foto/mengotti/128147---fw23---helenkaminski---hat51611black_1_p.jpg"",""https://www.atelier-hub.com/foto/mengotti/128148---fw23---helenkaminski---hat51611black_2_p.jpg"",""https://www.atelier-hub.com/foto/mengotti/128149---fw23---helenkaminski---hat51611black_3_p.jpg""]",FW23,Sri Lanka,Hats,mengotti3,female,9761282_fw23_mengotti3,AI23,Black,Sri Lanka,,100% WOOL,,Unica,2023,Main,,Main,HELEN KAMINSKI Hats Black,"[{""Qty"":""3"",""Size"":""UNI"",""Barcode"":""2102726054829"",""IntBarcode"":""2102726054829"",""SupBarcode"":""""}]",AI23,,Unica,Hats,AI23,"[{""Qty"":3,""sku"":""9761282"",""Size"":""UNI"",""Barcode"":""2102726054829"",""Currency"":""EUR"",""NetPrice"":303,""BrandReferencePrice"":370}]",HAT51611BLACK
9761277,HAT51630 ALPINE CHECK,"[""2002279912617""]",HELEN KAMINSKI Hats,HELEN KAMINSKI,ALPINE CHECK,HAT51630,204.92,"[{""Qty"":3,""sku"":""9761277"",""Size"":""UNI"",""Barcode"":""2002279912617"",""Currency"":""EUR"",""NetPrice"":204,""BrandReferencePrice"":250}]","[{""error"":""missing_field"",""field"":""description_eng""},{""error"":""missing_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""}]","[""https://www.atelier-hub.com/foto/mengotti/128150---fw23---helenkaminski---hat51630alpinecheck.jpg"",""https://www.atelier-hub.com/foto/mengotti/128151---fw23---helenkaminski---hat51630alpinecheck_1_p.jpg"",""https://www.atelier-hub.com/foto/mengotti/128152---fw23---helenkaminski---hat51630alpinecheck_2_p.jpg"",""https://www.atelier-hub.com/foto/mengotti/128153---fw23---helenkaminski---hat51630alpinecheck_3_p.jpg""]",FW23,Sri Lanka,Hats,mengotti3,female,9761277_fw23_mengotti3,AI23,ALPINE CHECK,Sri Lanka,,60% wool 25% polyester 10% polyamide 5% other fibres,,Unica,2023,Main,,Main,HELEN KAMINSKI Hats,"[{""Qty"":""3"",""Size"":""UNI"",""Barcode"":""2002279912617"",""IntBarcode"":""2002279912617"",""SupBarcode"":""""}]",AI23,,Unica,Hats,AI23,"[{""Qty"":3,""sku"":""9761277"",""Size"":""UNI"",""Barcode"":""2002279912617"",""Currency"":""EUR"",""NetPrice"":204,""BrandReferencePrice"":250}]",HAT51630ALPINE CHECK
